MovieID,Title,Genres,AverageRating,MaleAverageRating,FemaleAverageRating,MaleCount,FemaleCount
3194,Way We Were  The (1973),Drama,3.52,3.5,3.54,119.0,81.0
3195,Tess of the Storm Country (1922),Drama,4.0,4.0,4.0,2.0,1.0
3196,Stalag 17 (1953),Drama|War,3.23,3.14,3.42,37.0,19.0
3197,Presidio  The (1988),Action,3.45,3.27,3.71,30.0,21.0
3198,Papillon (1973),Drama,3.7,3.72,3.65,206.0,82.0
3199,Pal Joey (1957),Comedy|Musical|Romance,2.37,2.33,2.52,89.0,29.0
3200,Last Detail  The (1973),Comedy|Drama,3.5,4.0,3.0,1.0,1.0
3201,Five Easy Pieces (1970),Drama,3.63,3.5,3.71,14.0,24.0
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama,3.71,3.63,3.92,30.0,12.0
3203,Dead Calm (1989),Thriller,4.34,4.27,4.56,124.0,41.0
3204,Boys from Brazil  The (1978),Thriller,3.95,3.94,3.97,158.0,37.0
3205,Black Sunday (La Maschera Del Demonio) (1960),Horror,3.0,1.0,4.0,1.0,2.0
3206,Against All Odds (1984),Romance,3.81,3.8,4.0,15.0,1.0
3207,Snows of Kilimanjaro  The (1952),Adventure,3.2,3.05,3.41,39.0,27.0
3208,Loaded Weapon 1 (1993),Action|Comedy,3.18,3.13,3.5,15.0,2.0
3209,Loves of Carmen  The (1948),Drama,3.44,3.38,4.0,8.0,1.0
3210,Fast Times at Ridgemont High (1982),Comedy,3.05,3.09,2.78,53.0,9.0
3211,Cry in the Dark  A (1988),Drama,3.38,3.41,3.28,105.0,25.0
3212,Born to Win (1971),Drama,3.7,3.7,,33.0,0.0
3213,Batman: Mask of the Phantasm (1993),Animation|Children's,3.27,3.2,3.37,30.0,19.0
3214,American Flyers (1985),Drama,3.36,3.44,3.22,167.0,92.0
3215,Voyage of the Damned (1976),Drama,2.76,2.81,2.6,236.0,72.0
3216,Vampyros Lesbos (Las Vampiras) (1970),Horror,4.15,4.15,4.16,934.0,288.0
3217,Star Is Born  A (1937),Drama,3.95,3.94,3.99,492.0,219.0
3218,Poison (1991),Drama,2.44,2.62,1.0,8.0,1.0
3219,Pacific Heights (1990),Thriller,3.68,3.68,3.69,47.0,13.0
3220,Night Tide (1961),Drama,2.0,2.0,,1.0,0.0
3221,Draughtsman's Contract  The (1982),Drama,3.97,4.02,3.82,266.0,88.0
3222,Carmen (1984),Drama,3.62,3.66,3.41,214.0,44.0
3223,Zed & Two Noughts  A (1985),Drama,3.5,3.5,,8.0,0.0
3224,Woman in the Dunes (Suna no onna) (1964),Drama,3.41,3.26,3.62,188.0,145.0
3225,Down to You (2000),Comedy|Romance,2.91,2.91,2.9,292.0,91.0
3226,Hellhounds on My Trail (1999),Documentary,3.15,3.07,3.3,340.0,180.0
3227,Not Love  Just Frenzy (Más que amor  frenes? (1996),Comedy|Drama|Thriller,3.64,3.53,4.0,34.0,10.0
3228,Wirey Spindell (1999),Comedy,3.81,3.77,3.9,324.0,129.0
3229,Another Man's Poison (1952),Crime|Drama,3.89,3.94,3.77,819.0,294.0
3230,Odessa File  The (1974),Thriller,3.47,3.0,3.69,6.0,13.0
3231,Saphead  The (1920),Comedy,2.48,2.31,3.0,16.0,5.0
3232,Seven Chances (1925),Comedy,3.7,3.82,3.46,207.0,97.0
3233,Smashing Time (1967),Comedy,4.0,,4.0,0.0,1.0
3234,Train Ride to Hollywood (1978),Comedy,2.62,2.55,3.4,56.0,5.0
3235,Where the Buffalo Roam (1980),Comedy,1.17,1.0,1.5,4.0,2.0
3236,Zachariah (1971),Western,3.63,3.62,3.66,125.0,41.0
3237,Kestrel's Eye (Falkens öga) (1998),Documentary,3.77,3.8,3.64,387.0,98.0
3238,Eye of the Beholder (1999),Thriller,3.51,3.54,3.4,211.0,42.0
3239,Isn't She Great? (2000),Comedy,,,,,
3240,Big Tease  The (1999),Comedy,3.92,3.94,3.88,17.0,8.0
3241,Cup  The (Phörpa) (1999),Comedy,5.0,5.0,,1.0,0.0
3242,Santitos (1997),Comedy,3.13,3.14,3.07,387.0,96.0
3243,Encino Man (1992),Comedy,3.49,3.52,3.37,671.0,203.0
3244,Goodbye Girl  The (1977),Comedy|Romance,3.77,3.73,3.9,1342.0,386.0
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,3.5,3.48,3.54,912.0,419.0
3246,Malcolm X (1992),Drama,2.6,2.66,2.22,145.0,23.0
3247,Sister Act (1992),Comedy|Crime,3.85,3.81,3.99,405.0,104.0
3248,Sister Act 2: Back in the Habit (1993),Comedy,3.41,3.41,3.41,145.0,80.0
3249,Hand That Rocks the Cradle  The (1992),Thriller,2.2,2.29,1.73,59.0,11.0
3250,Alive (1993),Drama,3.71,3.68,3.81,126.0,37.0
3251,Agnes of God (1985),Drama|Mystery,3.96,3.98,3.9,95.0,29.0
3252,Scent of a Woman (1992),Drama,3.62,3.57,3.8,35.0,10.0
3253,Wayne's World (1992),Comedy,3.0,3.0,,5.0,0.0
3254,Wayne's World 2 (1993),Comedy,3.41,3.37,3.48,259.0,139.0
3255,League of Their Own  A (1992),Comedy|Drama,3.48,3.4,3.61,268.0,163.0
3256,Patriot Games (1992),Action|Thriller,3.0,3.0,,3.0,0.0
3257,Bodyguard  The (1992),Action|Drama|Romance|Thriller,3.7,3.8,3.22,45.0,9.0
3258,Death Becomes Her (1992),Comedy,3.64,3.61,3.72,204.0,96.0
3259,Far and Away (1992),Drama|Romance,2.15,2.19,1.84,142.0,19.0
3260,Howards End (1992),Drama,,,,,
3261,Singles (1992),Comedy|Drama|Romance,4.08,4.0,4.33,18.0,6.0
3262,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,,,,,
3263,White Men Can't Jump (1992),Comedy,3.3,3.21,3.48,140.0,80.0
3264,Buffy the Vampire Slayer (1992),Comedy|Horror,,,,,
3265,Hard-Boiled (Lashou shentan) (1992),Action|Crime,4.23,4.25,4.1,327.0,67.0
3266,Man Bites Dog (C'est arriv?près de chez vous) (1992),Action|Comedy|Crime|Drama,3.3,3.25,3.55,209.0,42.0
3267,Mariachi  El (1992),Action|Thriller,4.07,4.12,3.85,272.0,53.0
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,3.35,3.36,3.33,42.0,30.0
3269,Forever Young (1992),Adventure|Romance|Sci-Fi,3.85,3.87,3.77,141.0,31.0
3270,Cutting Edge  The (1992),Drama,3.95,3.92,4.04,268.0,91.0
3271,Of Mice and Men (1992),Drama,1.0,1.0,,1.0,0.0
3272,Bad Lieutenant (1992),Crime|Drama,3.68,3.65,3.8,405.0,92.0
3273,Scream 3 (2000),Horror|Mystery|Thriller,3.66,3.61,3.87,165.0,39.0
3274,Single White Female (1992),Action,2.25,2.25,,4.0,0.0
3275,Boondock Saints  The (1999),Action|Comedy,3.25,3.19,3.36,89.0,44.0
3276,Gun Shy (2000),Comedy,3.2,3.33,3.0,3.0,2.0
3277,Beloved/Friend (Amigo/Amado) (1999),Drama,2.76,2.77,2.68,226.0,38.0
3278,Gendernauts (1999),Documentary,1.0,,1.0,0.0,1.0
3279,Knockout (1999),Action|Adventure,3.84,3.87,3.71,692.0,194.0
3280,Baby  The (1973),Horror,3.52,3.64,3.39,33.0,33.0
3281,Brandon Teena Story  The (1998),Documentary,2.5,2.5,,2.0,0.0
3282,Different for Girls (1996),Comedy,3.56,3.6,3.29,204.0,28.0
3283,Minnie and Moskowitz (1971),Action,3.33,3.27,3.61,79.0,18.0
3284,They Might Be Giants (1971),Comedy|Romance,3.18,3.11,3.5,9.0,2.0
3285,Beach  The (2000),Adventure|Drama,3.33,3.33,,3.0,0.0
3286,Snow Day (2000),Comedy,3.35,3.19,3.59,54.0,37.0
3287,Tigger Movie  The (2000),Animation|Children's,3.19,3.32,2.71,25.0,7.0
3288,Cotton Mary (1999),Drama,3.26,3.24,3.31,346.0,101.0
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,2.0,2.0,,1.0,0.0
3290,Soft Toilet Seats (1999),Comedy,3.41,3.09,4.43,22.0,7.0
3291,Trois (2000),Thriller,4.17,4.26,4.0,19.0,11.0
3292,Big Combo  The (1955),Film-Noir,3.41,3.38,3.5,21.0,8.0
3293,Conceiving Ada (1997),Drama|Sci-Fi,4.05,4.1,3.96,49.0,28.0
3294,Eaten Alive (1976),Horror,2.69,2.77,2.6,65.0,57.0
3295,Raining Stones (1993),Drama,,,,,
3296,To Sir with Love (1967),Drama,,,,,
3297,With Byrd at the South Pole (1930),Documentary,1.0,1.0,1.0,1.0,1.0
3298,Boiler Room (2000),Drama,4.0,4.0,,1.0,0.0
3299,Hanging Up (2000),Comedy|Drama,3.67,3.74,3.2,68.0,10.0
3300,Pitch Black (2000),Action|Sci-Fi,,,,,
3301,Whole Nine Yards  The (2000),Comedy|Crime,4.0,3.67,4.5,3.0,2.0
3302,Beautiful People (1999),Comedy,5.0,5.0,,2.0,0.0
3303,Black Tar Heroin: The Dark End of the Street (1999),Documentary,,,,,
3304,Blue Collar (1978),Crime|Drama,3.0,2.95,3.43,64.0,7.0
3305,Bluebeard (1944),Film-Noir|Horror,3.5,3.5,,2.0,0.0
3306,Circus  The (1928),Comedy,1.0,1.0,,1.0,0.0
3307,City Lights (1931),Comedy|Drama|Romance,2.13,2.12,2.18,190.0,77.0
3308,Flamingo Kid  The (1984),Comedy|Drama,2.38,2.5,2.15,24.0,13.0
3309,Dog's Life  A (1920),Comedy,3.27,3.05,3.73,22.0,11.0
3310,Kid  The (1921),Action,3.67,3.63,3.75,41.0,16.0
3311,Man from Laramie  The (1955),Western,3.67,3.5,4.0,2.0,1.0
3312,McCullochs  The (1975),Drama,2.5,2.49,2.54,223.0,70.0
3313,Class Reunion (1982),Comedy,3.7,3.63,3.81,206.0,116.0
3314,Big Trees  The (1952),Action|Drama,4.8,4.75,5.0,4.0,1.0
3315,Happy Go Lovely (1951),Musical,3.9,3.9,3.92,361.0,114.0
3316,Reindeer Games (2000),Action|Thriller,3.17,3.05,3.38,437.0,229.0
3317,Wonder Boys (2000),Comedy|Drama,2.54,2.45,2.74,140.0,62.0
3318,Deterrence (1998),Thriller,3.14,3.13,3.14,242.0,98.0
3319,Judy Berlin (1999),Drama,3.4,3.38,3.47,268.0,98.0
3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,3.38,3.24,3.53,147.0,129.0
3321,Waiting Game  The (2000),Comedy,3.71,3.79,3.55,384.0,171.0
3322,3 Strikes (2000),Comedy,3.6,3.65,3.46,840.0,280.0
3323,Chain of Fools (2000),Comedy|Crime,2.88,2.91,2.79,344.0,89.0
3324,Drowning Mona (2000),Comedy,3.68,3.6,3.87,757.0,342.0
3325,Next Best Thing  The (2000),Comedy|Drama,3.75,3.77,3.68,870.0,182.0
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,2.86,2.8,2.99,427.0,199.0
3327,Beyond the Mat (2000),Documentary,2.75,2.75,2.75,232.0,107.0
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,3.37,3.38,3.36,246.0,157.0
3329,Year My Voice Broke  The (1987),Drama,3.73,3.66,3.83,292.0,188.0
3330,Splendor in the Grass (1961),Drama,3.48,3.42,3.61,282.0,147.0
3331,My Tutor (1983),Drama,2.97,2.98,2.92,127.0,36.0
3332,Legend of Lobo  The (1962),Adventure|Children's,3.19,3.23,3.03,528.0,139.0
3333,Killing of Sister George  The (1968),Drama,3.09,3.06,3.18,387.0,125.0
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,4.14,4.13,4.26,300.0,27.0
3335,Jail Bait (1954),Crime|Drama,3.66,3.69,3.46,130.0,24.0
3336,It Happened Here (1961),Drama,3.69,3.71,3.56,412.0,71.0
3337,I'll Never Forget What's 'is Name (1967),Comedy|Drama,1.78,1.78,1.79,140.0,39.0
3338,For All Mankind (1989),Documentary,3.2,3.14,3.34,323.0,154.0
3339,Cross of Iron (1977),War,3.28,3.24,3.34,106.0,94.0
3340,Bride of the Monster (1956),Horror|Sci-Fi,3.85,3.83,3.9,244.0,84.0
3341,Born Yesterday (1950),Comedy,3.2,3.25,2.9,150.0,21.0
3342,Birdy (1984),Drama|War,2.73,2.71,2.8,445.0,132.0
3343,And God Created Woman (1988),Comedy|Drama|Romance,3.11,3.07,3.23,344.0,94.0
3344,Blood Feast (1963),Horror,3.62,3.63,3.55,81.0,11.0
3345,Charlie  the Lonesome Cougar (1967),Adventure|Children's,2.65,2.75,2.3,36.0,10.0
3346,Color Me Blood Red (1965),Horror,4.0,4.0,,1.0,0.0
3347,Never Cry Wolf (1983),Drama,,,,,
3348,Night Visitor  The (1970),Crime|Thriller,,,,,
3349,Perils of Pauline  The (1947),Comedy,5.0,5.0,,1.0,0.0
3350,Raisin in the Sun  A (1961),Drama,4.04,4.14,3.96,21.0,28.0
3351,Two Thousand Maniacs! (1964),Horror,3.7,3.67,3.75,6.0,4.0
3352,Brown's Requiem (1998),Drama,3.47,3.5,3.33,12.0,3.0
3353,Closer You Get  The (2000),Comedy|Romance,3.73,3.7,3.8,30.0,15.0
3354,Mission to Mars (2000),Sci-Fi,2.7,2.73,2.62,309.0,114.0
3355,Ninth Gate  The (2000),Thriller,2.21,2.12,2.45,89.0,33.0
3356,Condo Painting (2000),Documentary,2.73,2.64,2.95,92.0,37.0
3357,East-West (Est-ouest) (1999),Drama|Romance,3.0,3.0,3.0,1.0,3.0
3358,Defending Your Life (1991),Comedy|Romance,3.77,3.89,3.5,36.0,16.0
3359,Breaking Away (1979),Drama,3.0,,3.0,0.0,1.0
3360,Hoosiers (1986),Drama,2.0,2.0,,1.0,0.0
3361,Bull Durham (1988),Comedy,3.83,3.6,5.0,5.0,1.0
3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,3.4,3.5,3.33,2.0,3.0
3363,American Graffiti (1973),Comedy|Drama,2.5,2.5,,2.0,0.0
3364,Asphalt Jungle  The (1950),Crime|Film-Noir,3.5,3.5,,2.0,0.0
3365,Searchers  The (1956),Western,3.79,3.69,4.0,134.0,69.0
3366,Where Eagles Dare (1969),Action|Adventure|War,2.0,2.0,,1.0,0.0
3367,Devil's Brigade  The (1968),War,3.46,3.49,3.32,475.0,115.0
3368,Big Country  The (1958),Romance|Western,2.3,2.19,2.4,88.0,88.0
3369,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime,3.3,3.31,3.25,462.0,80.0
3370,Betrayed (1988),Drama|Thriller,3.38,3.4,3.3,457.0,145.0
3371,Bound for Glory (1976),Drama,3.34,3.36,3.3,33.0,20.0
3372,Bridge at Remagen  The (1969),Action|War,3.5,3.25,4.0,4.0,2.0
3373,Buck and the Preacher (1972),Western,3.57,3.59,3.4,51.0,5.0
3374,Daughters of the Dust (1992),Drama,4.0,4.0,4.0,1.0,1.0
3375,Destination Moon (1950),Sci-Fi,3.96,3.95,4.0,21.0,3.0
3376,Fantastic Night  The (La Nuit Fantastique) (1949),Romance,4.39,4.36,4.45,198.0,73.0
3377,Hangmen Also Die (1943),Drama|War,3.2,3.22,3.13,218.0,76.0
3378,Ogre  The (Der Unhold) (1996),Drama,3.67,3.8,3.0,20.0,4.0
3379,On the Beach (1959),Drama,3.79,3.78,3.82,51.0,11.0
3380,Railroaded! (1947),Film-Noir,3.79,3.83,3.33,30.0,3.0
3381,Slaves to the Underground (1997),Comedy|Drama,1.0,1.0,,1.0,0.0
3382,Song of Freedom (1936),Drama,2.25,2.26,2.0,19.0,1.0
3383,Big Fella (1937),Drama|Musical,3.25,3.25,,4.0,0.0
3384,Taking of Pelham One Two Three  The (1974),Action,2.0,,2.0,0.0,1.0
3385,Volunteers (1985),Comedy,2.77,2.78,2.72,235.0,54.0
3386,JFK (1991),Drama|Mystery,3.95,3.91,4.04,359.0,137.0
3387,Who's Harry Crumb? (1989),Comedy,3.48,3.4,4.0,42.0,6.0
3388,Harry and the Hendersons (1987),Comedy,3.11,3.2,2.88,20.0,8.0
3389,Let's Get Harry (1986),Action|Adventure,3.51,3.41,3.82,34.0,11.0
3390,Shanghai Surprise (1986),Adventure,2.0,2.0,,1.0,0.0
3391,Who's That Girl? (1987),Comedy,2.75,2.75,,4.0,0.0
3392,She-Devil (1989),Comedy,3.0,,3.0,0.0,1.0
3393,Date with an Angel (1987),Comedy|Fantasy,2.76,2.8,2.67,138.0,52.0
3394,Blind Date (1987),Comedy|Romance,2.33,2.26,2.41,85.0,75.0
3395,Nadine (1987),Comedy,2.86,2.91,2.68,139.0,41.0
3396,Muppet Movie  The (1979),Children's|Comedy,3.53,3.6,3.0,118.0,16.0
3397,Great Muppet Caper  The (1981),Children's|Comedy,3.84,3.87,3.73,259.0,55.0
3398,Muppets Take Manhattan  The (1984),Children's|Comedy,3.81,3.71,4.0,17.0,10.0
3399,Sesame Street Presents Follow That Bird (1985),Children's|Comedy,3.76,3.63,3.92,60.0,48.0
3400,We're Back! A Dinosaur's Story (1993),Animation|Children's,2.31,2.38,2.0,29.0,6.0
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,,,,,
3402,Turtle Diary (1985),Drama,3.5,3.5,3.5,12.0,4.0
3403,Raise the Titanic (1980),Drama|Thriller,4.08,4.12,3.98,341.0,120.0
3404,Titanic (1953),Action|Drama,2.67,2.55,4.0,11.0,1.0
3405,Night to Remember  A (1958),Action|Drama,3.0,3.0,,2.0,0.0
3406,Captain Horatio Hornblower (1951),Action|Adventure|War,3.5,3.5,,2.0,0.0
3407,Carriers Are Waiting  The (Les Convoyeurs Attendent) (1999),Comedy|Drama,4.44,4.58,3.33,24.0,3.0
3408,Erin Brockovich (2000),Drama,3.74,3.73,4.0,41.0,2.0
3409,Final Destination (2000),Drama|Thriller,2.8,2.86,2.6,56.0,15.0
3410,Soft Fruit (1999),Comedy|Drama,4.04,4.0,4.1,105.0,72.0
3411,Babymother (1998),Drama,3.86,3.82,3.96,166.0,57.0
3412,Bear  The (1988),Adventure,2.38,2.39,2.33,28.0,12.0
3413,Impact (1949),Crime|Drama,2.6,2.71,2.0,17.0,3.0
3414,Love Is a Many-Splendored Thing (1955),Romance,3.13,3.06,3.29,16.0,7.0
3415,Mirror  The (Zerkalo) (1975),Drama,2.8,2.8,,5.0,0.0
3416,Trial  The (Le Procès) (1963),Drama,3.98,3.99,3.94,165.0,47.0
3417,Crimson Pirate  The (1952),Adventure|Comedy|Sci-Fi,,,,,
3418,Thelma & Louise (1991),Action|Drama,3.4,3.19,4.5,21.0,4.0
3419,Something for Everyone (1970),Comedy|Crime,3.97,3.89,4.09,85.0,58.0
3420,...And Justice for All (1979),Drama|Thriller,3.27,3.27,,15.0,0.0
3421,Animal House (1978),Comedy,2.67,3.0,2.5,1.0,2.0
3422,She's Gotta Have It (1986),Comedy|Romance,4.0,,4.0,0.0,2.0
3423,School Daze (1988),Drama,2.6,2.61,2.52,657.0,136.0
3424,Do the Right Thing (1989),Comedy|Drama,2.88,2.9,2.79,236.0,62.0
3425,Mo' Better Blues (1990),Drama,,,,,
3426,Jungle Fever (1991),Drama|Romance,3.77,3.83,3.65,66.0,37.0
3427,Coogan's Bluff (1968),Crime,3.68,3.69,3.65,323.0,123.0
3428,Champ  The (1979),Drama,4.08,4.09,4.07,384.0,136.0
3429,Creature Comforts (1990),Animation|Comedy,3.92,3.94,3.83,484.0,106.0
3430,Death Wish (1974),Action|Drama,3.84,3.82,3.89,831.0,264.0
3431,Death Wish II (1982),Action|Drama,3.97,3.99,3.88,618.0,147.0
3432,Death Wish 3 (1985),Action|Drama,4.03,4.06,3.94,738.0,252.0
3433,Death Wish 4: The Crackdown (1987),Action|Drama,3.93,4.01,3.57,123.0,28.0
3434,Death Wish V: The Face of Death (1994),Action|Drama,4.09,4.07,4.17,210.0,35.0
3435,Double Indemnity (1944),Crime|Film-Noir,3.81,3.83,3.38,252.0,13.0
3436,Dying Young (1991),Drama|Romance,3.37,3.38,3.0,42.0,1.0
3437,Cool as Ice (1991),Drama,3.65,3.71,3.36,52.0,11.0
3438,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,,,,,
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy,3.43,3.42,3.45,64.0,22.0
3440,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,3.71,3.7,3.73,37.0,11.0
3441,Red Dawn (1984),Action|War,3.55,3.62,2.75,52.0,4.0
3442,Band of the Hand (1986),Action,2.67,2.5,3.0,2.0,1.0
3443,Born American (1986),Action|Drama|Thriller,2.6,2.73,2.25,11.0,4.0
3444,Bloodsport (1988),Action,3.34,3.45,2.43,58.0,7.0
3445,Eyes of Laura Mars (1978),Mystery|Thriller,1.0,1.0,,1.0,0.0
3446,Funny Bones (1995),Comedy,3.5,3.5,,2.0,0.0
3447,Good Earth  The (1937),Drama,3.25,3.33,3.0,3.0,1.0
3448,Good Morning  Vietnam (1987),Comedy|Drama|War,3.95,3.95,3.95,76.0,19.0
3449,Good Mother  The (1988),Drama,3.0,3.0,,3.0,0.0
3450,Grumpy Old Men (1993),Comedy,3.5,4.0,3.0,1.0,1.0
3451,Guess Who's Coming to Dinner (1967),Comedy|Drama,5.0,,5.0,0.0,1.0
3452,Romeo Must Die (2000),Action|Romance,,,,,
3453,Here on Earth (2000),Drama|Romance,3.8,3.82,3.68,245.0,31.0
3454,Whatever It Takes (2000),Comedy|Romance,2.55,2.5,2.86,120.0,21.0
3455,Buddy Boy (1999),Drama|Thriller,3.76,3.78,3.68,592.0,164.0
3456,Color of Paradise  The (Rang-e Khoda) (1999),Drama,2.72,2.68,3.0,150.0,23.0
3457,Waking the Dead (1999),Drama,2.72,2.7,2.77,217.0,81.0
3458,Blood and Sand (Sangre y Arena) (1989),Drama|Romance,2.71,2.72,2.67,32.0,6.0
3459,Gothic (1986),Drama|Horror,1.67,1.61,1.8,23.0,10.0
3460,Hillbillys in a Haunted House (1967),Comedy,2.28,2.13,2.49,55.0,41.0
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,1.94,1.88,2.06,106.0,51.0
3462,Modern Times (1936),Comedy,2.14,1.93,2.41,29.0,22.0
3463,Last Resort (1994),Comedy,2.67,2.76,2.39,159.0,51.0
3464,Solar Crisis (1993),Sci-Fi|Thriller,2.84,2.89,2.6,45.0,10.0
3465,That's Life! (1986),Drama,3.86,3.81,3.97,541.0,203.0
3466,Heart and Souls (1993),Comedy|Fantasy,3.74,3.67,3.88,247.0,111.0
3467,Hud (1963),Drama|Western,3.5,3.4,3.76,240.0,101.0
3468,Hustler  The (1961),Drama,3.13,3.0,3.3,50.0,37.0
3469,Inherit the Wind (1960),Drama,2.52,2.53,2.5,19.0,10.0
3470,Dersu Uzala (1974),Adventure|Drama,2.11,2.04,2.44,95.0,18.0
3471,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,3.35,3.37,3.25,19.0,4.0
3472,Horror Hotel (a.k.a. The City of the Dead) (1960),Horror,2.78,2.71,3.25,28.0,4.0
3473,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy,3.45,3.44,3.49,164.0,55.0
3474,Retroactive (1997),Sci-Fi|Thriller,3.88,3.92,3.74,105.0,39.0
3475,Place in the Sun  A (1951),Drama|Romance,3.75,3.79,3.56,89.0,16.0
3476,Jacob's Ladder (1990),Horror|Mystery|Thriller,1.67,1.67,,3.0,0.0
3477,Empire Records (1995),Comedy|Drama,3.86,3.8,4.01,894.0,421.0
3478,Bamba  La (1987),Drama,3.27,3.32,3.11,359.0,100.0
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,4.33,4.4,4.25,5.0,4.0
3480,Lucas (1986),Drama,,,,,
3481,High Fidelity (2000),Comedy,3.37,3.45,3.16,130.0,45.0
3482,Price of Glory (2000),Drama,3.5,3.0,4.0,1.0,1.0
3483,Road to El Dorado  The (2000),Animation|Children's,3.26,2.91,3.56,23.0,27.0
3484,Skulls  The (2000),Thriller,3.83,4.05,2.33,20.0,3.0
3485,Autopsy (Macchie Solari) (1975),Horror,3.94,3.83,4.44,42.0,9.0
3486,Devil Girl From Mars (1954),Sci-Fi,3.59,3.57,3.69,60.0,13.0
3487,Dorado  El (1967),Western,3.68,3.58,3.92,999.0,418.0
3488,Hideous Sun Demon  The (1959),Horror|Sci-Fi,3.15,3.2,3.0,10.0,3.0
3489,Hook (1991),Adventure|Fantasy,3.71,3.69,3.83,164.0,35.0
3490,Horror Express (1972),Horror,4.05,4.17,3.63,951.0,256.0
3491,My Chauffeur (1986),Comedy,3.4,3.36,3.52,158.0,52.0
3492,Son of the Sheik  The (1926),Adventure,2.92,2.81,3.33,59.0,15.0
3493,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),Horror,3.88,3.88,3.89,606.0,175.0
3494,True Grit (1969),Adventure|Western,3.29,3.19,3.6,59.0,20.0
3495,Roadside Prophets (1992),Comedy|Drama,3.2,3.26,3.1,133.0,82.0
3496,Madame Sousatzka (1988),Drama,3.34,3.38,2.83,68.0,6.0
3497,Max Dugan Returns (1983),Comedy,2.95,2.87,3.21,45.0,14.0
3498,Midnight Express (1978),Drama,4.34,4.27,4.51,202.0,72.0
3499,Misery (1990),Horror,3.34,3.37,2.94,203.0,17.0
3500,Mr. Saturday Night (1992),Comedy|Drama,2.67,2.71,2.25,77.0,8.0
3501,Murphy's Romance (1985),Comedy|Romance,2.26,2.28,2.0,67.0,5.0
3502,My Life (1993),Drama,2.15,2.14,2.2,43.0,5.0
3503,Solaris (Solyaris) (1972),Drama|Sci-Fi,2.26,2.21,2.6,33.0,5.0
3504,Network (1976),Comedy|Drama,4.42,4.47,4.28,395.0,156.0
3505,No Way Out (1987),Thriller,2.79,2.52,3.0,56.0,72.0
3506,North Dallas Forty (1979),Comedy|Drama,2.0,2.22,1.33,9.0,3.0
3507,Odd Couple  The (1968),Comedy,2.68,2.68,2.66,433.0,101.0
3508,Outlaw Josey Wales  The (1976),Western,2.13,2.12,2.15,205.0,46.0
3509,Black and White (1999),Drama,1.92,1.92,1.92,162.0,26.0
3510,Frequency (2000),Drama|Thriller,3.28,3.26,3.41,426.0,49.0
3511,Ready to Rumble (2000),Comedy,2.31,2.42,1.67,33.0,6.0
3512,Return to Me (2000),Drama|Romance,3.8,3.8,,5.0,0.0
3513,Rules of Engagement (2000),Drama|Thriller,3.23,3.23,3.19,206.0,16.0
3514,Joe Gould's Secret (2000),Drama,3.19,3.14,3.34,104.0,35.0
3515,Me Myself I (2000),Comedy,3.41,3.31,3.7,29.0,10.0
3516,Bell  Book and Candle (1958),Comedy|Romance,3.72,3.74,3.68,47.0,25.0
3517,Bells  The (1926),Crime|Drama,3.73,3.71,3.81,826.0,256.0
3518,End of Violence  The (1997),Drama|Thriller,2.97,3.0,2.94,18.0,16.0
3519,Force 10 from Navarone (1978),Action|War,3.42,3.42,3.41,592.0,217.0
3520,How to Stuff a Wild Bikini (1965),Comedy,3.92,3.91,3.95,238.0,112.0
3521,Mystery Train (1989),Comedy|Crime|Drama,3.14,3.16,3.04,284.0,47.0
3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,2.48,2.63,2.29,51.0,38.0
3523,Taffin (1988),Action|Thriller,2.7,2.85,2.47,26.0,17.0
3524,Arthur (1981),Comedy|Romance,,,,,
3525,Bachelor Party (1984),Comedy,3.94,3.89,4.05,44.0,21.0
3526,Parenthood (1989),Comedy|Drama,2.99,3.02,2.93,98.0,43.0
3527,Predator (1987),Action|Sci-Fi|Thriller,3.0,3.0,,1.0,0.0
3528,Prince of Tides  The (1991),Drama|Romance,2.77,2.77,2.79,48.0,14.0
3529,Postman Always Rings Twice  The (1981),Crime|Thriller,1.0,1.0,,1.0,0.0
3530,Smoking/No Smoking (1993),Comedy,3.67,3.68,3.61,257.0,96.0
