record_id,timestamp,location,temperature,smoke_level,carbon_monoxide
1290,2019-03-31T04:13:19Z,Whitlam,83.5,119,1.5
1291,2017-07-29T04:13:19Z,Cook,54.5,187,7.2
1292,2023-01-31T04:13:19Z,Isaacs,63.5,43,65.5
1293,2019-04-05T04:13:19Z,Gilmore,88.8,186,23.8
1294,2023-02-18T04:13:19Z,Franklin,49.9,126,97.7
1295,2015-07-10T04:13:19Z,Taylor,66.3,17,42.9
1296,2022-11-24T04:13:19Z,Kaleen,89.8,287,50.4
1297,2023-12-15T04:13:19Z,Richardson,43.8,22,14.2
1298,2015-09-27T04:13:19Z,Moncrieff,30.1,45,1.3
1299,2018-12-23T04:13:19Z,Macnamara,81.6,25,68.6
1300,2016-09-25T04:13:19Z,Chisholm,71.6,145,83.1
1301,2020-03-21T04:13:19Z,Kaleen,19.6,231,31.7
1302,2020-07-29T04:13:19Z,Hackett,97.3,45,42.0
1303,2023-06-27T04:13:19Z,Waramanga,25.1,55,68.9
1304,2024-07-21T04:13:19Z,Pearce,69.0,62,8.4
1305,2024-03-09T04:13:19Z,Hackett,85.5,265,85.7
1306,2022-01-22T04:13:19Z,Molonglo,94.9,245,68.2
1307,2016-11-05T04:13:19Z,Russell,52.2,267,46.2
1308,2019-01-04T04:13:19Z,Higgins,98.2,90,46.6
1309,2017-06-11T04:13:19Z,Downer,98.5,240,99.2
1310,2022-02-12T04:13:19Z,Turner,16.6,112,97.9
1311,2023-01-18T04:13:19Z,Acton,76.5,76,33.2
1312,2021-09-30T04:13:19Z,Coombs,20.1,215,51.5
1313,2020-02-29T04:13:19Z,Symonston,94.3,241,93.1
1314,2019-05-04T04:13:19Z,Kingston,70.4,34,35.9
1315,2022-08-30T04:13:19Z,Beard,75.8,12,31.5
1316,2015-02-07T04:13:19Z,Hall,65.5,244,0.6
1317,2021-02-05T04:13:19Z,Monash,30.6,14,51.2
1318,2022-05-29T04:13:19Z,Russell,31.2,254,16.6
1319,2021-09-01T04:13:19Z,Isaacs,50.5,135,55.0
1320,2019-11-08T04:13:19Z,Campbell,82.4,268,43.8
1321,2018-04-01T04:13:19Z,Macnamara,87.9,41,44.3
1322,2024-06-02T04:13:19Z,Farrer,88.2,60,56.1
1323,2015-04-10T04:13:19Z,Barton,69.8,215,57.3
1324,2022-11-01T04:13:19Z,Weetangera,24.4,212,24.2
1325,2021-09-30T04:13:19Z,Downer,38.1,94,6.0
1326,2024-07-08T04:13:19Z,Pialligo,97.3,22,76.3
1327,2016-02-25T04:13:19Z,Reid,29.3,89,63.7
1328,2023-03-30T04:13:19Z,Dickson,88.5,88,65.2
1329,2023-12-17T04:13:19Z,Florey,75.3,277,65.1
1330,2017-12-07T04:13:19Z,Yarralumla,24.2,240,64.0
1331,2017-10-19T04:13:19Z,Scullin,25.5,100,39.5
1332,2020-08-17T04:13:19Z,Hughes,33.7,133,21.4
1333,2017-09-27T04:13:19Z,Ainslie,77.1,172,51.5
1334,2024-01-29T04:13:19Z,Red Hill,88.4,178,16.5
1335,2020-02-04T04:13:19Z,Gungahlin,43.9,226,77.9
1336,2020-09-23T04:13:19Z,Molonglo,21.3,42,55.4
1337,2016-07-08T04:13:19Z,Beard,48.4,38,13.6
1338,2023-02-16T04:13:19Z,Bonner,67.9,142,25.6
1339,2019-12-02T04:13:19Z,Braddon,83.0,52,95.8
1340,2021-10-31T04:13:19Z,Theodore,97.7,48,36.4
1341,2020-01-20T04:13:19Z,Curtin,38.2,2,98.1
1342,2017-11-20T04:13:19Z,Molonglo,23.1,91,27.1
1343,2023-02-03T04:13:19Z,Red Hill,29.7,216,50.6
1344,2019-01-07T04:13:19Z,Macquarie,90.9,22,1.4
1345,2016-06-07T04:13:19Z,Lawson,79.2,191,0.2
1346,2023-12-01T04:13:19Z,Coombs,85.4,273,98.2
1347,2015-04-08T04:13:19Z,Farrer,83.0,83,28.2
1348,2019-05-12T04:13:19Z,Macquarie,53.6,99,22.7
1349,2016-08-25T04:13:19Z,Gordon,59.5,83,14.0
1350,2015-07-28T04:13:19Z,Garran,95.5,289,44.5
1351,2023-08-13T04:13:19Z,Macquarie,77.9,136,93.7
1352,2020-08-25T04:13:19Z,Wright,29.0,213,24.2
1353,2017-05-22T04:13:19Z,Kingston,20.6,191,61.8
1354,2015-12-27T04:13:19Z,Taylor,68.5,15,7.2
1355,2016-07-03T04:13:19Z,Richardson,54.3,112,78.6
1356,2017-12-23T04:13:19Z,Phillip,22.2,276,98.8
1357,2017-09-20T04:13:19Z,Deakin,68.8,209,27.6
1358,2024-05-01T04:13:19Z,Palmerston,25.3,230,41.2
1359,2019-07-05T04:13:19Z,Turner,97.6,98,80.3
1360,2016-08-28T04:13:19Z,Aranda,49.2,19,90.0
1361,2022-10-08T04:13:19Z,Melba,21.5,271,0.2
1362,2019-09-01T04:13:19Z,Lyons,46.0,203,95.6
1363,2020-06-17T04:13:19Z,Oxley,73.0,33,94.9
1364,2024-03-02T04:13:19Z,Gordon,15.8,92,55.3
1365,2024-08-16T04:13:19Z,Crace,65.7,72,93.7
1366,2022-06-20T04:13:19Z,Farrer,42.3,226,87.1
1367,2020-03-21T04:13:19Z,Hackett,90.4,123,24.1
1368,2014-10-19T04:13:19Z,Conder,61.4,230,58.6
1369,2017-11-11T04:13:19Z,Flynn,77.0,252,71.1
1370,2024-06-15T04:13:19Z,Pearce,81.5,270,15.1
1371,2023-01-24T04:13:19Z,Kaleen,53.9,28,45.2
1372,2021-03-29T04:13:19Z,Harrison,64.1,103,4.0
1373,2017-06-19T04:13:19Z,Banks,47.6,195,35.3
1374,2021-05-08T04:13:19Z,O'Malley,40.1,227,45.0
1375,2020-01-17T04:13:19Z,Florey,56.5,146,48.1
1376,2018-01-22T04:13:19Z,Torrens,65.2,58,91.7
1377,2016-09-11T04:13:19Z,Ngunnawal,20.8,111,74.4
1378,2022-05-27T04:13:19Z,Deakin,41.7,208,65.5
1379,2020-10-06T04:13:19Z,Wanniassa,28.8,293,5.5
1380,2024-07-31T04:13:19Z,Spence,56.7,180,54.0
1381,2022-11-15T04:13:19Z,Whitlam,86.8,92,39.9
1382,2023-08-01T04:13:19Z,Calwell,75.5,258,17.9
1383,2018-01-03T04:13:19Z,Banks,36.0,273,83.7
1384,2024-03-21T04:13:19Z,Bonner,32.1,49,60.2
1385,2018-05-14T04:13:19Z,Flynn,91.9,168,2.5
1386,2020-03-30T04:13:19Z,Parkes,67.5,116,11.5
1387,2016-08-10T04:13:19Z,Duffy,74.0,116,40.3
1388,2024-03-08T04:13:19Z,Kenny,76.8,170,30.5
1389,2019-07-05T04:13:19Z,Chapman,76.8,238,24.6
1390,2015-02-22T04:13:19Z,Whitlam,73.2,112,26.1
1391,2022-12-21T04:13:19Z,Banks,52.2,107,75.3
1392,2019-08-30T04:13:19Z,Red Hill,30.3,144,73.5
1393,2022-01-09T04:13:19Z,Gordon,48.5,144,76.4
1394,2021-02-03T04:13:19Z,Molonglo,34.1,251,89.6
1395,2014-10-09T04:13:19Z,Moncrieff,83.5,164,60.3
1396,2024-05-07T04:13:19Z,Theodore,71.0,119,62.3
1397,2021-08-11T04:13:19Z,Cook,84.5,273,67.2
1398,2017-01-03T04:13:19Z,Pearce,77.7,186,2.3
1399,2023-03-23T04:13:19Z,Ngunnawal,74.9,130,26.8
1400,2023-03-14T04:13:19Z,Harrison,18.2,13,36.4
1401,2018-01-20T04:13:19Z,Hume,77.1,51,80.5
1402,2019-06-08T04:13:19Z,Chapman,83.9,184,16.0
1403,2022-12-29T04:13:19Z,Palmerston,70.9,132,39.8
1404,2015-10-08T04:13:19Z,Yarralumla,25.5,119,78.5
1405,2022-10-28T04:13:19Z,Dickson,45.2,192,29.4
1406,2021-05-31T04:13:19Z,Franklin,43.6,59,51.3
1407,2022-05-02T04:13:19Z,Molonglo,72.3,91,8.7
1408,2018-04-15T04:13:19Z,Kaleen,44.8,280,54.2
1409,2020-10-24T04:13:19Z,Bruce,47.6,36,39.8
1410,2017-12-12T04:13:19Z,Aranda,70.6,196,52.9
1411,2019-01-22T04:13:19Z,Hume,33.1,200,47.4
1412,2022-06-27T04:13:19Z,Campbell,70.0,32,38.1
1413,2021-01-16T04:13:19Z,Isaacs,38.9,121,24.5
1414,2022-06-21T04:13:19Z,Curtin,48.9,160,80.7
1415,2017-02-02T04:13:19Z,Yarralumla,74.9,249,41.7
1416,2016-05-07T04:13:19Z,Fadden,36.2,227,77.0
1417,2014-12-31T04:13:19Z,Gowrie,19.9,198,72.2
1418,2018-10-04T04:13:19Z,Flynn,22.0,146,55.7
1419,2016-12-25T04:13:19Z,Chifley,81.5,294,6.8
1420,2022-10-24T04:13:19Z,Franklin,96.6,169,58.9
1421,2020-09-04T04:13:19Z,Monash,20.4,90,94.0
1422,2019-02-03T04:13:19Z,Calwell,69.2,119,9.9
1423,2020-03-20T04:13:19Z,Aranda,86.5,27,16.1
1424,2019-05-04T04:13:19Z,Hume,92.2,288,47.6
1425,2017-11-03T04:13:19Z,Wright,43.6,252,40.3
1426,2016-05-22T04:13:19Z,McKellar,91.9,176,18.9
1427,2020-04-28T04:13:19Z,Scullin,73.0,19,11.0
1428,2020-01-05T04:13:19Z,Curtin,57.7,198,1.6
1429,2017-04-15T04:13:19Z,Flynn,74.5,93,50.5
1430,2019-05-18T04:13:19Z,Weston,42.7,6,98.4
1431,2015-10-24T04:13:19Z,Garran,60.4,60,45.4
1432,2016-01-09T04:13:19Z,Florey,33.1,103,17.6
1433,2020-01-06T04:13:19Z,Spence,38.9,67,57.6
1434,2018-01-08T04:13:19Z,Macquarie,28.5,94,66.8
1435,2017-04-10T04:13:19Z,Parkes,50.0,40,31.5
1436,2024-04-23T04:13:19Z,Griffith,67.2,158,64.4
1437,2016-09-02T04:13:19Z,Holt,67.9,115,4.4
1438,2023-05-15T04:13:19Z,Russell,94.6,37,34.6
1439,2022-04-18T04:13:19Z,Higgins,59.0,67,74.6
1440,2017-09-09T04:13:19Z,Isaacs,21.0,204,89.9
1441,2022-05-28T04:13:19Z,Wanniassa,41.2,72,20.7
1442,2017-10-27T04:13:19Z,Nicholls,34.1,13,58.8
1443,2017-06-15T04:13:19Z,Amaroo,49.4,198,89.6
1444,2017-02-22T04:13:19Z,Symonston,97.7,213,60.8
1445,2017-08-05T04:13:19Z,Florey,69.3,54,23.1
1446,2020-10-11T04:13:19Z,Crace,36.2,19,12.8
1447,2023-11-29T04:13:19Z,Dunlop,64.3,195,10.6
1448,2015-06-29T04:13:19Z,Hall,85.3,82,70.0
1449,2023-08-29T04:13:19Z,Dunlop,78.8,94,18.9
1450,2018-10-04T04:13:19Z,Lyons,59.9,8,20.1
1451,2018-04-27T04:13:19Z,Waramanga,30.5,278,25.0
1452,2022-01-26T04:13:19Z,Fisher,56.7,261,46.9
1453,2023-11-26T04:13:19Z,O'Malley,90.9,12,17.9
1454,2020-07-15T04:13:19Z,Watson,65.7,265,12.2
1455,2020-08-27T04:13:19Z,City,97.2,296,54.3
1456,2019-01-25T04:13:19Z,Whitlam,24.1,269,91.9
1457,2017-02-11T04:13:19Z,Fyshwick,82.1,35,27.0
1458,2021-07-28T04:13:19Z,Hawker,62.1,64,54.4
1459,2020-12-19T04:13:19Z,Mitchell,83.5,81,29.8
1460,2022-04-12T04:13:19Z,Reid,71.9,295,80.6
1461,2021-01-24T04:13:19Z,Conder,38.0,153,7.1
1462,2023-02-09T04:13:19Z,Aranda,31.1,99,19.4
1463,2019-09-02T04:13:19Z,Giralang,23.8,62,45.9
1464,2021-01-13T04:13:19Z,Giralang,53.4,194,69.9
1465,2015-05-28T04:13:19Z,Franklin,59.6,22,43.6
1466,2017-06-13T04:13:19Z,Monash,45.7,120,83.9
1467,2023-10-24T04:13:19Z,Isabella Plains,90.9,9,60.9
1468,2018-08-04T04:13:19Z,Acton,39.7,202,44.3
1469,2019-11-17T04:13:19Z,Lyons,20.5,253,61.1
1470,2016-06-15T04:13:19Z,Charnwood,21.1,180,98.1
1471,2022-03-07T04:13:19Z,Nicholls,22.1,189,12.4
1472,2019-06-30T04:13:19Z,Aranda,38.2,111,80.7
1473,2023-01-23T04:13:19Z,Crace,72.9,248,7.5
1474,2015-05-25T04:13:19Z,Macquarie,23.6,232,62.5
1475,2022-09-26T04:13:19Z,Reid,89.0,215,51.7
1476,2024-08-26T04:13:19Z,Franklin,23.7,189,64.1
1477,2021-02-06T04:13:19Z,Macgregor,53.4,267,76.5
1478,2017-08-25T04:13:19Z,Giralang,89.3,49,32.5
1479,2022-06-14T04:13:19Z,Watson,52.6,286,72.7
1480,2020-10-13T04:13:19Z,Yarralumla,81.9,241,48.7
1481,2019-11-29T04:13:19Z,Hawker,30.5,192,78.9
1482,2023-08-20T04:13:19Z,Uriarra Village,68.9,273,85.6
1483,2020-06-09T04:13:19Z,Fraser,63.3,210,77.1
1484,2016-02-09T04:13:19Z,Oxley,34.8,300,17.9
1485,2020-04-29T04:13:19Z,O'Connor,65.4,229,43.5
1486,2017-08-24T04:13:19Z,Acton,89.7,294,89.6
1487,2021-09-25T04:13:19Z,O'Connor,22.4,148,24.2
1488,2019-07-10T04:13:19Z,Lawson,44.3,154,26.0
1489,2024-01-19T04:13:19Z,Barton,91.1,258,3.6
1490,2024-04-16T04:13:19Z,Crace,89.6,222,18.9
1491,2024-09-03T04:13:19Z,Florey,24.1,14,0.4
1492,2017-01-20T04:13:19Z,Melba,50.2,131,75.9
1493,2022-10-15T04:13:19Z,Florey,89.2,215,96.1
1494,2021-11-09T04:13:19Z,Dickson,71.9,132,72.0
1495,2017-10-04T04:13:19Z,Beard,21.2,129,74.6
1496,2023-03-24T04:13:19Z,Dunlop,15.8,233,97.1
1497,2018-08-28T04:13:19Z,Curtin,72.3,31,3.7
1498,2023-11-10T04:13:19Z,Monash,22.6,220,92.8
1499,2016-07-14T04:13:19Z,Curtin,96.5,188,14.1
1500,2022-07-12T04:13:19Z,Fyshwick,48.7,116,97.5
1501,2020-09-17T04:13:19Z,Parkes,40.5,90,45.4
1502,2023-10-25T04:13:19Z,Kambah,85.9,25,64.6
1503,2019-07-30T04:13:19Z,Uriarra Village,83.3,281,39.4
1504,2020-11-15T04:13:19Z,Lawson,36.1,287,67.6
1505,2015-05-30T04:13:19Z,Richardson,29.4,287,50.6
1506,2020-03-16T04:13:19Z,Dickson,62.3,61,85.4
1507,2021-08-09T04:13:19Z,Giralang,91.4,112,52.4
1508,2016-12-12T04:13:19Z,O'Connor,59.2,145,51.7
1509,2022-12-04T04:13:19Z,Beard,34.7,272,25.0
1510,2023-04-17T04:13:19Z,Pialligo,98.5,179,82.5
1511,2024-03-11T04:13:19Z,Chisholm,24.1,61,76.3
1512,2024-08-11T04:13:19Z,Uriarra Village,86.3,115,76.9
1513,2015-11-07T04:13:19Z,Palmerston,68.8,207,87.9
1514,2019-12-28T04:13:19Z,Molonglo,27.4,22,73.3
1515,2021-06-02T04:13:19Z,Molonglo,34.0,86,87.0
1516,2016-11-24T04:13:19Z,Weetangera,66.4,209,86.6
1517,2023-08-04T04:13:19Z,Macnamara,39.1,138,77.3
1518,2019-05-29T04:13:19Z,Weston,69.0,142,66.5
1519,2020-11-11T04:13:19Z,Scullin,30.8,103,3.3
1520,2020-06-01T04:13:19Z,Banks,91.1,206,53.9
1521,2022-12-31T04:13:19Z,Kenny,18.5,274,68.1
1522,2016-09-02T04:13:19Z,Hughes,52.9,148,67.7
1523,2017-06-28T04:13:19Z,Oxley,22.4,260,99.9
1524,2018-10-18T04:13:19Z,Denman Prospect,90.6,50,76.2
1525,2017-08-13T04:13:19Z,Watson,92.9,63,70.1
1526,2015-06-06T04:13:19Z,Gowrie,45.3,137,16.6
1527,2015-03-08T04:13:19Z,Kambah,57.1,142,68.8
1528,2021-06-26T04:13:19Z,Cook,29.2,214,66.9
1529,2019-05-18T04:13:19Z,Bonython,33.8,107,63.1
1530,2017-05-29T04:13:19Z,Lawson,80.3,207,49.3
1531,2017-04-02T04:13:19Z,Cook,42.8,94,21.4
1532,2015-01-24T04:13:19Z,Bruce,84.6,127,70.4
1533,2015-11-25T04:13:19Z,Deakin,65.6,83,16.0
1534,2016-09-29T04:13:19Z,Ngunnawal,33.9,158,56.3
1535,2020-09-15T04:13:19Z,Macquarie,73.7,255,79.4
1536,2023-02-06T04:13:19Z,Gordon,33.6,46,80.8
1537,2024-06-11T04:13:19Z,Gungahlin,31.4,27,21.1
1538,2024-09-01T04:13:19Z,Isabella Plains,45.1,124,86.1
1539,2019-02-23T04:13:19Z,Taylor,23.0,215,54.6
1540,2021-09-21T04:13:19Z,Lawson,79.8,245,81.1
1541,2023-01-27T04:13:19Z,Symonston,79.4,285,42.9
1542,2017-12-02T04:13:19Z,Florey,46.6,15,62.4
1543,2020-06-01T04:13:19Z,Hume,84.2,212,59.1
1544,2020-02-14T04:13:19Z,Latham,43.7,20,98.4
1545,2018-09-15T04:13:19Z,Richardson,19.2,258,2.5
1546,2021-10-11T04:13:19Z,Downer,99.1,77,2.8
1547,2024-09-16T04:13:19Z,Gordon,73.1,217,75.0
1548,2018-12-09T04:13:19Z,Yarralumla,19.1,165,23.7
1549,2022-04-12T04:13:19Z,Charnwood,38.8,38,56.8
1550,2019-08-02T04:13:19Z,Phillip,98.2,283,11.8
1551,2015-12-06T04:13:19Z,Gordon,71.9,241,9.6
1552,2018-10-25T04:13:19Z,Jacka,21.6,135,15.8
1553,2019-04-07T04:13:19Z,Waramanga,66.5,35,86.5
1554,2020-10-28T04:13:19Z,Wanniassa,98.4,144,79.2
1555,2017-03-05T04:13:19Z,Gordon,33.8,168,28.9
1556,2023-03-17T04:13:19Z,Moncrieff,99.4,272,76.1
1557,2022-01-18T04:13:19Z,Bruce,51.9,284,6.7
1558,2018-11-29T04:13:19Z,Russell,61.3,233,4.8
1559,2018-08-23T04:13:19Z,Throsby,46.7,16,20.6
1560,2020-09-21T04:13:19Z,Torrens,99.2,233,11.4
1561,2021-04-12T04:13:19Z,Belconnen,43.5,14,49.7
1562,2019-04-09T04:13:19Z,Waramanga,98.7,173,41.7
1563,2018-01-24T04:13:19Z,Waramanga,36.5,272,77.1
1564,2019-11-02T04:13:19Z,Latham,99.2,108,12.0
1565,2020-02-06T04:13:19Z,Calwell,93.8,297,48.9
1566,2016-11-25T04:13:19Z,Torrens,24.1,147,75.3
1567,2021-11-15T04:13:19Z,Monash,46.8,72,8.4
1568,2018-01-25T04:13:19Z,Kambah,90.6,131,9.9
1569,2021-07-06T04:13:19Z,Banks,17.6,1,84.0
1570,2015-08-10T04:13:19Z,Forrest,57.0,161,25.1
1571,2023-08-27T04:13:19Z,Watson,68.5,23,98.3
1572,2024-08-12T04:13:19Z,Gungahlin,82.5,113,21.1
1573,2022-04-28T04:13:19Z,Pearce,33.7,179,20.6
1574,2014-12-18T04:13:19Z,Crace,28.7,103,37.9
1575,2023-03-11T04:13:19Z,Aranda,85.0,235,9.4
1576,2018-03-21T04:13:19Z,Wright,91.0,32,11.5
1577,2020-08-19T04:13:19Z,Watson,25.2,67,86.0
1578,2015-09-16T04:13:19Z,Coombs,32.8,98,87.9
1579,2019-07-06T04:13:19Z,Dunlop,83.7,116,37.5
1580,2020-03-24T04:13:19Z,Wright,35.0,178,85.6
1581,2021-03-28T04:13:19Z,Mitchell,68.5,193,78.8
1582,2021-10-03T04:13:19Z,Weston,45.7,107,21.2
1583,2020-05-21T04:13:19Z,Parkes,34.5,180,53.2
1584,2017-07-09T04:13:19Z,Narrabundah,39.1,297,88.8
1585,2014-11-19T04:13:19Z,O'Connor,69.1,115,11.4
1586,2020-01-31T04:13:19Z,Fadden,36.4,118,78.4
1587,2017-08-26T04:13:19Z,Melba,19.2,116,99.4
1588,2022-09-11T04:13:19Z,Whitlam,99.0,172,82.0
1589,2023-06-25T04:13:19Z,Hawker,86.1,273,26.7
1590,2014-10-15T04:13:19Z,Fisher,22.0,63,10.5
1591,2022-10-21T04:13:19Z,Mitchell,88.3,164,92.6
1592,2017-07-21T04:13:19Z,Hall,59.9,203,67.7
1593,2017-07-26T04:13:19Z,Turner,45.2,10,23.5
1594,2023-04-05T04:13:19Z,Flynn,40.4,146,85.4
1595,2017-12-07T04:13:19Z,Denman Prospect,55.4,264,59.6
1596,2022-03-18T04:13:19Z,Kingston,49.6,251,76.4
1597,2021-08-30T04:13:19Z,Farrer,70.2,277,38.2
1598,2023-04-12T04:13:19Z,Nicholls,34.8,190,22.5
1599,2017-06-04T04:13:19Z,Taylor,16.2,167,74.1
1600,2016-08-27T04:13:19Z,Macquarie,72.2,206,78.7
1601,2021-10-10T04:13:19Z,Aranda,83.4,273,23.1
1602,2015-07-18T04:13:19Z,Macquarie,65.0,75,19.4
1603,2024-02-18T04:13:19Z,Bruce,83.6,13,41.0
1604,2020-11-14T04:13:19Z,Watson,55.8,152,29.8
1605,2022-11-11T04:13:19Z,Greenway,60.6,111,8.8
1606,2019-01-09T04:13:19Z,Pialligo,23.1,260,61.3
1607,2016-04-26T04:13:19Z,Kaleen,88.0,47,57.0
1608,2022-12-29T04:13:19Z,Belconnen,64.0,133,2.2
1609,2018-03-14T04:13:19Z,Richardson,58.4,52,34.7
1610,2022-04-24T04:13:19Z,Symonston,90.1,256,57.0
1611,2021-10-21T04:13:19Z,Chapman,46.7,276,18.1
1612,2021-03-09T04:13:19Z,Hughes,98.0,58,53.1
1613,2023-05-29T04:13:19Z,Bonner,32.8,50,70.8
1614,2022-03-16T04:13:19Z,Duffy,40.2,165,88.9
1615,2017-12-30T04:13:19Z,Downer,69.8,101,81.9
1616,2018-02-08T04:13:19Z,Spence,35.1,215,0.8
1617,2018-08-08T04:13:19Z,Greenway,65.1,92,43.5
1618,2015-11-16T04:13:19Z,Franklin,88.4,1,2.9
1619,2022-07-30T04:13:19Z,Richardson,53.1,32,50.3
1620,2014-10-08T04:13:19Z,Coombs,46.7,4,82.7
1621,2021-10-26T04:13:19Z,Waramanga,40.2,177,41.6
1622,2024-08-26T04:13:19Z,Turner,70.9,11,17.7
1623,2017-03-28T04:13:19Z,Curtin,56.3,248,86.9
1624,2023-03-16T04:13:19Z,Isaacs,98.1,133,63.0
1625,2022-03-28T04:13:19Z,Ainslie,46.9,84,0.2
1626,2015-05-08T04:13:19Z,Ainslie,75.8,92,90.8
1627,2022-01-21T04:13:19Z,Latham,72.4,225,51.1
1628,2015-08-02T04:13:19Z,Hughes,86.7,243,35.1
1629,2021-10-10T04:13:19Z,Richardson,54.0,282,2.2
1630,2021-04-08T04:13:19Z,Latham,42.9,138,80.9
1631,2019-12-03T04:13:19Z,Kingston,45.0,5,73.6
1632,2024-07-07T04:13:19Z,Farrer,42.3,73,29.8
1633,2017-06-28T04:13:19Z,Isabella Plains,58.4,175,22.2
1634,2024-01-07T04:13:19Z,Acton,93.9,182,3.6
1635,2017-03-01T04:13:19Z,Pearce,18.2,189,17.7
1636,2015-02-19T04:13:19Z,Dunlop,86.8,246,37.4
1637,2019-08-15T04:13:19Z,Farrer,56.7,265,7.4
1638,2023-05-29T04:13:19Z,Latham,82.8,204,67.2
1639,2015-04-10T04:13:19Z,Higgins,88.7,239,30.8
1640,2023-08-25T04:13:19Z,Higgins,96.0,123,35.2
1641,2017-07-31T04:13:19Z,Parkes,59.1,55,26.8
1642,2017-07-04T04:13:19Z,Deakin,81.8,161,26.4
1643,2014-11-23T04:13:19Z,Mitchell,87.1,286,91.0
1644,2016-09-17T04:13:19Z,Bonner,92.3,161,41.3
1645,2019-12-13T04:13:19Z,Gordon,94.2,168,59.1
1646,2020-04-25T04:13:19Z,Greenway,31.2,189,49.3
1647,2020-01-07T04:13:19Z,Coombs,93.7,53,99.2
1648,2018-03-21T04:13:19Z,Turner,48.5,220,74.0
1649,2024-07-12T04:13:19Z,Forrest,75.7,188,74.5
1650,2015-09-04T04:13:19Z,Hawker,77.5,85,99.5
1651,2015-09-07T04:13:19Z,Macarthur,44.5,180,48.8
1652,2022-03-26T04:13:19Z,Ngunnawal,32.4,252,59.3
1653,2019-04-26T04:13:19Z,Dunlop,63.7,2,89.6
1654,2019-12-09T04:13:19Z,Watson,21.7,147,62.7
1655,2016-06-04T04:13:19Z,Dunlop,43.0,11,69.3
1656,2021-11-16T04:13:19Z,Red Hill,46.2,113,41.4
1657,2017-11-29T04:13:19Z,Campbell,41.0,8,31.7
1658,2017-03-18T04:13:19Z,Wanniassa,20.3,0,9.2
1659,2015-04-28T04:13:19Z,Weston,68.8,296,83.4
1660,2021-07-15T04:13:19Z,Griffith,46.0,142,10.7
1661,2018-11-10T04:13:19Z,Nicholls,85.6,221,44.2
1662,2017-01-01T04:13:19Z,Yarralumla,81.2,171,81.5
1663,2023-07-20T04:13:19Z,Holt,45.0,129,79.9
1664,2020-05-06T04:13:19Z,Lyneham,49.3,238,13.8
1665,2023-06-07T04:13:19Z,Ainslie,61.6,237,9.7
1666,2018-09-28T04:13:19Z,Farrer,24.4,97,26.3
1667,2019-08-04T04:13:19Z,Florey,93.8,3,18.5
1668,2014-10-25T04:13:19Z,Florey,87.8,146,44.5
1669,2023-01-19T04:13:19Z,Fisher,91.5,42,75.2
1670,2015-06-13T04:13:19Z,Red Hill,27.1,265,79.9
1671,2021-01-21T04:13:19Z,Deakin,99.8,126,35.3
1672,2022-05-07T04:13:19Z,Torrens,27.8,154,59.8
1673,2021-08-24T04:13:19Z,Spence,35.0,181,7.8
1674,2024-02-02T04:13:19Z,Deakin,71.7,135,51.3
1675,2020-01-12T04:13:19Z,Dickson,22.7,266,39.2
1676,2020-12-22T04:13:19Z,Gungahlin,67.7,96,47.2
1677,2015-06-05T04:13:19Z,Griffith,27.4,106,72.3
1678,2015-11-05T04:13:19Z,Curtin,51.6,67,55.2
1679,2016-08-21T04:13:19Z,Garran,25.1,289,7.7
1680,2019-03-27T04:13:19Z,Banks,50.9,131,37.7
1681,2017-02-14T04:13:19Z,Wright,96.9,158,51.7
1682,2023-01-18T04:13:19Z,Cook,87.5,211,86.4
1683,2016-09-26T04:13:19Z,Flynn,58.9,83,58.5
1684,2020-11-11T04:13:19Z,Franklin,37.1,206,28.7
1685,2018-10-07T04:13:19Z,Ainslie,58.1,181,79.6
1686,2020-05-08T04:13:19Z,Lyons,76.9,129,46.8
1687,2023-03-03T04:13:19Z,Macarthur,55.5,294,47.1
1688,2018-04-28T04:13:19Z,Bonner,43.7,51,61.8
1689,2016-03-30T04:13:19Z,Greenway,61.4,186,78.3
1690,2021-03-20T04:13:19Z,Jacka,78.8,73,41.3
1691,2018-11-06T04:13:19Z,Oaks Estate,52.1,168,70.2
1692,2018-08-25T04:13:19Z,Macarthur,98.0,136,91.2
1693,2024-02-10T04:13:19Z,Lyons,20.6,21,39.8
1694,2015-12-17T04:13:19Z,Palmerston,33.5,42,26.5
1695,2022-08-28T04:13:19Z,Acton,30.4,106,56.7
1696,2019-10-12T04:13:19Z,Isabella Plains,71.3,31,77.5
1697,2018-04-12T04:13:19Z,Reid,85.0,179,71.3
1698,2019-03-30T04:13:19Z,Wanniassa,90.6,252,28.8
1699,2018-03-17T04:13:19Z,Fraser,65.8,256,89.4
1700,2021-07-05T04:13:19Z,Yarralumla,63.9,206,0.9
1701,2016-09-27T04:13:19Z,Dunlop,27.7,122,33.3
1702,2017-02-01T04:13:19Z,Taylor,27.8,250,85.8
1703,2016-09-01T04:13:19Z,Bonython,54.0,202,38.8
1704,2014-11-25T04:13:19Z,Kambah,48.4,110,48.2
1705,2021-12-12T04:13:19Z,Narrabundah,21.1,44,28.2
1706,2021-06-29T04:13:19Z,Charnwood,74.4,58,29.6
1707,2020-10-18T04:13:19Z,Scullin,93.4,137,34.5
1708,2023-11-08T04:13:19Z,Franklin,69.3,299,15.9
1709,2020-02-05T04:13:19Z,Holt,71.3,121,41.0
